id,away_losses,away_wins,home_losses,home_wins
400579457,43,35,63,15
400579458,36,42,25,53
400579459,27,51,40,38
400579460,25,53,26,53
400579461,58,20,49,29
400579462,51,27,42,36
400579463,40,39,31,47
400579464,62,16,27,51
400579465,32,47,44,35
400579466,28,51,15,64
400579467,32,47,54,25
400579468,46,33,19,60
400579469,34,45,42,37
400579470,42,37,28,51
400579471,43,36,49,30
400579472,40,39,64,15
400579473,26,54,26,53
400579474,41,39,36,43
400579475,52,27,36,43
400579476,31,48,50,29
400579477,25,54,43,36
400579478,63,16,58,21
400579479,64,16,55,25
400579480,32,48,45,35
400579481,62,18,32,48
400579482,26,54,26,54
400579483,43,37,29,51
400579484,64,16,15,65
400579485,43,37,40,40
400579486,29,51,42,38
400579487,47,33,49,31
400579488,53,27,50,30
400579489,37,43,43,37
400579490,20,60,34,46
400579491,37,43,26,54
400579492,42,39,26,55
400579493,31,49,59,21
400579494,26,55,48,33
400579495,50,31,29,52
400579496,40,41,63,18
400579497,64,17,21,60
400579498,32,49,44,37
400579499,56,25,45,36
400579500,37,44,65,16
400579501,30,51,37,44
400579502,32,49,43,38
400579503,60,21,53,28
400579504,27,54,15,66
400579505,51,30,26,55
400579506,33,48,42,39
400579507,35,46,43,38
400579508,26,56,43,39
400579509,22,60,32,50
400579510,31,51,32,50
400579511,44,38,26,56
400579512,44,38,27,55
400579513,42,40,41,41
400579514,37,45,66,16
400579515,27,55,37,45
400579516,57,25,44,38
400579517,36,46,29,53
400579518,50,32,65,17
400579519,45,37,64,18
400579520,49,33,33,49
400579521,52,30,15,67
400579522,53,29,61,21
400755860,37,21,47,12
400755861,27,50,41,36
